	named_entities	type
2604	 Decreto no 5.294	train
2605	 Lei no 12.871	train
2606	 Decreto no 6.854	train
2607	 Lei no 12.227	train
2608	 Decreto no 5.765	train
2609	 Lei no 12.873	test
2610	Decreto-Lei no 4.657	test
2611	 Lei no 11.662	train
2612	 Decreto no 2.784	train
2613	 Lei no 6.815	train
2614	 Lei no 10.406	train
2615	 Lei no 12.288	train
2616	 Lei no 11.941	train
2617	 Lei no 9.656	train
2618	 Decreto no 5.773	train
2619	 Decreto no 7.995	train
2620	 Lei no 9.870	test
2621	 Lei no 7.565	test
2622	 Decreto no 5.352	train
2623	 Decreto no 3.048	train
2624	 Decreto no 7.482	train
2625	 Decreto no 7.629	train
2626	 Lei no 6.894	train
2627	 Decreto no 4.376	train
2628	 Lei no 11.578	train
2629	 Decreto no 7.769	train
2630	 Lei no 10.446	test
2631	 Lei no 8.080	test
2632	 Lei no 10.741	train
2633	 Lei no 10.741	train
2634	 Lei no 12.708	train
2635	 Decreto no 5.338	train
2636	 Decreto no 2.346	train
2637	 Lei no 10.410	train
2638	 Decreto no 4.502	train
2639	 Lei no 7.150	train
2640	 Decreto no 6.573	test
2641	 Decreto no 6.306	test
2642	 Lei no 12.382	train
2643	 Lei no 8.666	train
2644	 Decreto no 7.756	train
2645	 Lei no 8.666	train
2646	 Decreto no 7.843	train
2647	 Decreto no 7.660	train
2648	 Lei no 8.666	train
2649	 Decreto no 7.816	train
2650	 Decreto no 7.660	train
2651	 Lei no 12.462	train
2652	 Lei no 12.340	train
2653	 Lei no 8.878	test
2654	 Lei no 8.112	test
2655	 Lei no 8.745	test
2656	 Lei no 11.890	test
2657	 Lei no 12.800	test
2658	 Lei no 10.771	test
2659	Decreto-Lei no 1.040	train
2660	Medida Provisória no 2.208	train
2661	 Decreto no 7.867	train
2662	 Decreto no 6.306	train
2663	Medida Provisória no 636	train
2664	 Decreto no 6.170	train
2665	 Decreto no 5.063	train
2666	 Lei no 7.689	train
2667	 Lei no 7.678	test
2668	 Decreto no 99.066	test
2669	 Decreto no 6.306	test
2670	 Lei no 5.895	train
2671	 Decreto no 4.939	train
2672	 Lei no 8.171	train
2673	 Decreto no 5.351	train
2674	 Decreto no 5.741	train
2675	 Lei no 10.848	train
2676	 Decreto no 5.163	train
2677	 Decreto no 5.177	train
2678	 Lei no 9.503	train
2679	 Lei no 11.530	train
2680	 Decreto no 5.995	train
2681	 Lei no 10.177	train
2682	 Decreto no 5.711	test
2683	Medida Provisória no 415	test
2684	 Lei no 10.826	train
2685	 Decreto no 4.801	train
2686	 Decreto no 4.668	train
2687	 Lei no 7.474	train
2688	 Decreto no 4.253	train
2689	 Decreto no 3.048	train
2690	 Decreto no 30.691	train
2691	 Lei no 8.112	train
2692	 Lei no 5.768	test
2693	 Decreto no 5.751	test
2694	 Lei no 11.530	train
2695	 Lei no 9.519	train
2696	 Lei no 5.452	train
2697	 Lei no 9.394	train
2698	 Lei no 10.639	train
2699	 Lei no 8.313	train
2700	 Decreto no 6.306	train
2701	 Lei no 10.836	train
2702	 Decreto no 5.209	train
2703	 Decreto no 6.025	train
2704	 Decreto no 40.556	test
2705	 Decreto no 4.254	test
2706	 Decreto no 5.906	train
2707	 Decreto no 4.514	train
2708	 Lei no 5.809	train
2709	 Decreto no 71.733	train
2710	 Lei no 8.666	train
2711	 Lei no 11.488	train
2712	 Decreto no 6.144	train
2713	Decreto-Lei no 5.452	train
2714	 Decreto no 4.543	train
2715	 Decreto no 6.106	train
2716	 Decreto no 5.274	test
2717	 Decreto no 6.402	test
2718	 Decreto no 4.769	train
2719	 Lei no 10.841	train
2720	 Lei no 3.890	train
2721	 Lei no 5.070	train
2722	 Decreto no 6.170	train
2723	 Lei no 10.188	train
2724	 Decreto no 5.435	train
2725	 Lei no 11.451	train
2726	 Decreto no 3.905	train
2727	 Lei no 11.520	train
2728	 Decreto no 6.168	train
2729	 Lei no 10.480	test
2730	 Lei no 11.539	test
2731	 Decreto no 2.784	test
2732	 Lei no 9.648	train
2733	 Lei no 10.848	train
2734	 Decreto no 5.081	train
2735	 Decreto no 4.873	train
2736	 Lei no 5.809	train
2737	 Decreto no 71.733	train
2738	 Lei no 8.213	train
2739	Medida Provisória no 413	train
2740	 Lei no 9.074	train
2741	 Decreto no 5.060	train
2742	 Lei no 10.696	train
2743	 Lei no 5.869	test
2744	 Lei no 10.257	test
2745	 Lei no 11.134	train
2746	 Lei no 5.917	train
2747	Lei Complementar no 123	train
2748	 Lei no 6.704	train
2749	 Decreto no 3.937	train
2750	 Decreto no 6.306	train
2751	 Decreto no 4.543	train
2752	 Decreto no 6.006	train
2753	 Decreto no 5.297	train
2754	 Lei no 11.357	test
2755	 Lei no 11.233	test
2756	 Lei no 11.091	test
2757	 Lei no 10.682	test
2758	 Lei no 11.090	test
2759	 Lei no 10.550	test
2760	 Lei no 11.355	test
2761	 Lei no 10.883	test
2762	 Lei no 11.350	test
2763	 Lei no 9.654	test
2764	 Lei no 11.095	test
2765	 Lei no 8.745	test
2766	 Lei no 8.112	test
2767	Medida Provisória no 2.229	test
2768	 Decreto no 6.025	test
2769	 Lei no 9.648	train
2770	 Decreto no 2.655	train
2771	 Lei no 10.925	train
2772	 Lei no 11.488	train
2773	 Decreto no 5.630	train
2774	 Lei no 3.419	train
2775	 Decreto no 6.006	train
2776	 Decreto no 6.370	train
2777	 Decreto no 6.439	train
2778	 Lei no 9.394	train
2779	 Decreto no 4.722	train
2780	Decreto-Lei no 3.689	test
2781	Decreto-Lei no 3.689	test
2782	 Lei no 11.653	train
2783	 Lei no 11.129	train
2784	 Lei no 10.836	train
2785	 Lei no 8.745	train
2786	 Decreto no 4.748	train
2787	 Lei no 9.096	train
2788	 Lei no 5.869	train
2789	Decreto Legislativo no 178	train
2790	 Decreto no 3.597	train
2791	 Decreto no 5.135	train
2792	 Decreto no 5.886	train
2793	 Lei no 10.406	train
2794	Decreto-Lei no 221	test
2795	 Lei no 9.394	test
2796	 Decreto no 3.939	train
2797	Medida Provisória no 427	train
2798	 Lei no 5.917	train
2799	 Decreto no 5.772	train
2800	 Lei no 9.503	train
2801	 Lei no 9.294	train
2802	 Lei no 10.826	train
2803	 Lei no 11.530	train
2804	 Lei no 9.503	train
2805	 Lei no 11.705	test
2806	 Lei no 11.530	test
2807	 Decreto no 6.390	test
2808	 Lei no 5.889	train
2809	 Lei no 11.524	train
2810	Decreto-Lei no 3.689	train
2811	 Lei no 11.033	train
2812	Medida Provisória no 2.158	train
2813	 Lei no 5.917	train
2814	 Lei no 5.917	train
2815	 Lei no 10.179	train
2816	 Decreto no 6.006	train
2817	 Lei no 10.836	test
2818	 Decreto no 5.209	test
2819	 Decreto no 6.331	test
2820	 Lei no 10.855	train
2821	 Decreto no 3.048	train
2822	 Decreto no 6.170	train
2823	 Lei no 11.647	train
2824	Lei Complementar no 126	train
2825	 Decreto no 6.006	train
2826	 Decreto no 4.544	train
2827	 Decreto no 2.521	train
2828	 Lei no 11.355	train
2829	 Lei no 11.355	test
2830	 Lei no 10.741	test
2831	 Lei no 11.653	train
2832	 Lei no 11.647	train
2833	 Decreto no 6.477	train
2834	 Lei no 9.394	train
2835	 Decreto no 4.885	train
2836	 Lei no 11.647	train
2837	 Decreto no 4.412	train
2838	 Lei no 10.683	train
2839	 Lei no 11.134	train
2840	 Lei no 10.486	train
2841	 Lei no 11.663	train
2842	 Lei no 8.666	train
2843	 Lei no 10.741	test
2844	 Lei no 8.906	test
2845	 Lei no 5.809	train
2846	 Decreto no 71.733	train
2847	 Lei no 11.319	train
2848	 Decreto no 6.041	train
2849	 Lei no 9.394	train
2850	 Lei no 9.883	train
2851	 Decreto no 4.376	train
2852	 Decreto no 4.732	train
2853	 Decreto no 2.488	train
2854	 Decreto no 6.406	train
2855	 Lei no 10.910	test
2856	 Lei no 11.358	test
2857	 Lei no 9.650	test
2858	 Lei no 11.440	test
2859	 Lei no 9.625	test
2860	 Lei no 11.358	test
2861	Medida Provisória no 2.229	test
2862	 Lei no 11.440	test
2863	 Lei no 9.657	test
2864	 Lei no 10.551	test
2865	 Lei no 10.225	test
2866	 Lei no 9.620	test
2867	 Lei no 8.691	test
2868	 Lei no 11.355	test
2869	 Lei no 11.171	test
2870	 Lei no 10.483	test
2871	 Lei no 10.355	test
2872	 Lei no 10.486	test
2873	 Lei no 11.356	test
2874	 Lei no 11.356	test
2875	 Lei no 5.645	test
2876	 Lei no 11.357	test
2877	 Lei no 11.090	test
2878	 Lei no 11.095	test
2879	 Lei no 11.357	test
2880	 Lei no 11.357	test
2881	 Lei no 11.357	test
2882	 Lei no 11.319	test
2883	 Lei no 11.355	test
2884	 Lei no 11.355	test
2885	 Lei no 11.355	test
2886	 Lei no 10.855	test
2887	 Lei no 11.046	test
2888	 Lei no 10.480	test
2889	 Lei no 10.883	test
2890	 Lei no 10.484	test
2891	 Lei no 10.550	test
2892	 Lei no 11.090	test
2893	 Lei no 11.355	test
2894	 Lei no 11.356	test
2895	 Lei no 8.878	test
2896	 Lei no 10.693	test
2897	 Lei no 11.344	train
2898	 Lei no 8.666	train
2899	 Decreto no 2.179	train
2900	 Decreto no 6.214	train
2901	 Decreto no 6.306	train
2902	 Lei no 6.505	train
2903	 Lei no 8.181	train
2904	Decreto-Lei no 2.294	train
2905	 Lei no 5.917	train
2906	 Lei no 6.346	train
2907	 Lei no 9.060	train
2908	 Lei no 10.978	train
2909	 Lei no 10.356	test
2910	 Lei no 8.666	test
2911	 Lei no 9.394	train
2912	 Decreto no 6.253	train
2913	 Decreto no 5.390	train
2914	 Lei no 8.112	train
2915	 Decreto no 6.386	train
2916	 Lei no 8.078	train
2917	 Lei no 11.357	train
2918	 Lei no 11.233	train
2919	 Lei no 11.091	train
2920	 Lei no 7.596	train
2921	 Lei no 10.682	train
2922	 Lei no 11.090	train
2923	 Lei no 10.550	train
2924	 Lei no 11.355	train
2925	 Lei no 10.883	train
2926	 Lei no 11.350	train
2927	 Lei no 9.654	train
2928	 Lei no 11.095	train
2929	 Lei no 8.745	train
2930	 Lei no 8.112	train
2931	 Lei no 10.484	train
2932	 Lei no 11.356	train
2933	 Lei no 11.507	train
2934	 Lei no 8.445	train
2935	 Lei no 9.678	train
2936	 Lei no 8.460	train
2937	 Lei no 11.359	train
2938	Medida Provisória no 2.229	train
2939	Medida Provisória no 2.215	train
2940	 Lei no 5.452	train
2941	 Lei no 9.394	train
2942	 Lei no 9.394	train
2943	Medida Provisória no 2.164	train
2944	 Lei no 5.809	train
2945	 Decreto no 71.733	train
2946	 Decreto no 6.042	train
2947	 Decreto no 4.081	test
2948	 Decreto no 5.789	test
2949	 Lei no 11.033	train
2950	 Decreto no 1.842	train
2951	 Decreto no 6.439	train
2952	 Decreto no 6.006	train
2953	 Lei no 6.015	train
2954	 Lei no 11.631	train
2955	 Lei no 8.112	train
2956	 Decreto no 79.031	train
2957	 Decreto no 82.174	train
2958	 Lei no 6.638	test
2959	 Decreto no 88.777	test
2960	 Decreto no 5.297	train
2961	 Decreto no 5.288	train
2962	 Lei no 11.530	train
2963	 Decreto no 6.490	train
2964	 Decreto no 6.531	train
2965	 Decreto no 6.188	train
2966	 Decreto no 6.306	train
2967	 Lei no 8.256	train
2968	 Decreto no 5.135	train
2969	 Decreto no 40.556	train
2970	 Lei no 8.472	test
2971	 Decreto no 86.061	test
2972	 Lei no 8.078	train
2973	 Decreto no 6.170	train
2974	 Decreto no 6.433	train
2975	 Decreto no 4.543	train
2976	 Lei no 6.704	train
2977	 Decreto no 3.937	train
2978	 Decreto no 6.331	train
2979	 Lei no 6.015	train
2980	 Decreto no 5.886	train
2981	 Decreto no 6.226	test
2982	 Lei no 11.524	test
2983	 Lei no 11.129	train
2984	 Lei no 11.692	train
2985	 Lei no 10.179	train
2986	Medida Provisória no 2.179	train
2987	 Decreto no 61.836	train
2988	 Decreto no 61.843	train
2989	 Lei no 11.508	train
2990	 Decreto no 494	train
2991	 Decreto no 57.375	train
2992	 Lei no 11.668	train
2993	 Decreto no 99.556	test
2994	 Lei no 10.593	test
2995	 Lei no 10.637	train
2996	 Lei no 10.833	train
2997	 Lei no 8.383	train
2998	 Lei no 11.196	train
2999	 Lei no 8.212	train
3000	 Lei no 10.666	train
3001	Medida Provisória no 2.158	train
3002	 Decreto no 2.014	train
3003	 Lei no 6.704	train
3004	Decreto-Lei no 73	train
3005	 Decreto no 60.459	train
3006	 Decreto no 3.937	train
3007	 Decreto no 6.251	train
3008	 Lei no 10.451	train
3009	 Lei no 11.774	train
3010	 Decreto no 6.006	train
3011	Medida Provisória no 2.158	train
3012	 Decreto no 6.306	train
3013	 Decreto no 5.683	train
3014	 Lei no 8.878	train
3015	Medida Provisória no 441	train
3016	 Decreto no 5.220	test
3017	 Lei no 11.428	test
3018	 Lei no 8.069	train
3019	 Lei no 11.727	train
3020	 Lei no 11.647	train
3021	 Decreto no 6.439	train
3022	Medida Provisória no 2.183	train
3023	 Lei no 5.809	train
3024	 Decreto no 71.733	train
3025	 Decreto no 4.940	train
3026	 Decreto no 3.520	train
3027	 Decreto no 6.514	test
3028	 Decreto no 6.006	test
3029	 Decreto no 5.113	train
3030	 Decreto no 6.306	train
3031	 Decreto no 6.246	train
3032	 Decreto no 3.591	train
3033	 Decreto no 5.480	train
3034	 Lei no 11.539	train
3035	 Decreto no 6.514	train
3036	 Lei no 5.917	train
3037	 Decreto no 6.006	train
3038	 Lei no 11.774	test
3039	 Lei no 11.732	test
3040	Lei Complementar no 123	train
3041	 Lei no 5.917	train
3042	 Lei no 5.917	train
3043	 Lei no 9.493	train
3044	 Lei no 6.099	train
3045	 Decreto no 6.002	train
3046	 Decreto no 5.751	train
3047	 Lei no 10.833	train
3048	 Lei no 11.727	train
3049	 Lei no 11.124	test
3050	 Lei no 10.910	test
3051	 Lei no 11.358	test
3052	 Lei no 9.650	test
3053	 Lei no 11.440	test
3054	 Lei no 9.625	test
3055	 Lei no 11.358	test
3056	Medida Provisória no 2.229	test
3057	Medida Provisória no 2.229	test
3058	 Lei no 11.887	train
3059	 Lei no 11.314	train
3060	 Lei no 11.356	train
3061	 Lei no 5.809	train
3062	 Decreto no 71.733	train
3063	 Lei no 10.826	train
3064	 Decreto no 5.123	train
3065	 Decreto no 3.048	train
3066	 Decreto no 6.687	train
3067	 Decreto no 6.696	train
3068	 Decreto no 6.687	train
3069	 Decreto no 6.521	train
3070	Lei Complementar no 90	train
3071	 Lei no 10.257	test
3072	 Lei no 12.771	test
3073	 Lei no 12.770	train
3074	 Decreto no 8.156	train
3075	 Decreto no 8.189	train
3076	 Decreto no 7.482	train
3077	Lei Complementar no 123	train
3078	 Lei no 12.715	train
3079	Decreto-Lei no 745	train
3080	Decreto-Lei no 3.365	train
3081	 Decreto no 70.235	train
3082	 Decreto no 6.306	train
3083	 Lei no 7.798	train
3084	 Decreto no 5.059	train
3085	 Decreto no 5.060	train
3086	 Decreto no 8.391	train
3087	 Lei no 10.865	test
3088	 Decreto no 4.550	test
3089	 Decreto no 5.177	test
3090	 Decreto no 88.777	train
3091	 Decreto no 7.724	train
3092	 Lei no 13.019	train
3093	 Lei no 12.546	train
3094	 Lei no 12.469	train
3095	 Lei no 12.995	train
3096	 Lei no 11.196	train
3097	 Lei no 12.780	train
3098	 Lei no 12.528	train
3099	 Decreto no 8.378	train
3100	Lei Complementar no 101	train
3101	 Lei no 7.408	train
3102	 Lei no 12.619	train
3103	Decreto-Lei no 5.452	train
3104	 Lei no 8.072	train
3105	Decreto-Lei no 2.848	train
3106	 Lei no 11.482	test
3107	 Lei no 7.713	test
3108	 Lei no 9.250	test
3109	 Lei no 8.069	test
3110	Decreto-Lei no 3.688	test
3111	 Lei no 12.846	train
3112	 Lei no 11.907	train
3113	 Lei no 11.145	train
3114	 Lei no 6.015	train
3115	 Lei no 10.410	train
3116	 Lei no 11.357	train
3117	 Lei no 9.503	train
3118	 Lei no 10.779	train
3119	 Lei no 11.959	train
3120	 Decreto no 715	test
3121	 Decreto no 8.030	test
3122	 Lei no 13.103	train
3123	 Lei no 6.015	train
3124	Lei Complementar no 101	train
3125	 Decreto no 8.412	train
3126	Lei Complementar no 140	train
3127	 Decreto no 2.444	train
3128	 Decreto no 4.584	train
3129	 Lei no 5.708	train
3130	 Lei no 13.097	train
3131	 Decreto no 30.691	test
3132	 Lei no 8.171	test
3133	 Decreto no 5.741	test
3134	 Lei no 9.972	train
3135	 Decreto no 6.268	train
3136	 Decreto no 5.053	train
3137	 Lei no 12.800	train
3138	 Lei no 12.249	train
3139	 Lei no 11.356	train
3140	 Decreto no 8.425	train
3141	 Decreto no 8.426	train
3142	Medida Provisória no 2.158	train
3143	 Lei no 12.952	train
3144	 Decreto no 2.519	train
3145	Medida Provisória no 2.186	train
3146	 Lei no 10.446	train
3147	Lei Complementar no 105	test
3148	 Lei no 7.689	test
3149	 Lei no 9.656	test
3150	 Lei no 9.307	train
3151	 Lei no 6.404	train
3152	 Lei no 9.307	train
3153	 Decreto no 5.294	train
3154	 Lei no 8.009	train
3155	 Lei no 8.213	train
3156	 Lei no 5.859	train
3157	 Lei no 9.250	train
3158	 Lei no 12.783	train
3159	 Lei no 9.074	train
3160	 Lei no 12.780	train
3161	 Lei no 12.350	train
3162	 Decreto no 7.578	train
3163	 Lei no 12.815	train
3164	 Decreto no 8.033	train
3165	 Lei no 12.815	train
3166	 Decreto no 8.407	train
3167	 Lei no 7.565	test
3168	 Decreto no 8.425	test
3169	 Lei no 7.998	train
3170	 Lei no 8.213	train
3171	 Decreto no 3.035	train
3172	 Lei no 11.943	train
3173	 Lei no 10.848	train
3174	 Lei no 9.610	train
3175	 Lei no 12.853	train
3176	 Decreto no 7.743	train
3177	 Lei no 8.171	train
3178	 Decreto no 5.741	train
3179	 Lei no 10.420	train
3180	 Decreto no 4.962	train
3181	 Lei no 11.326	test
3182	 Lei no 11.350	test
3183	Decreto-Lei no 1.598	train
3184	 Lei no 12.462	train
3185	 Lei no 12.035	train
3186	 Lei no 11.977	train
3187	 Lei no 12.035	train
3188	 Lei no 11.473	train
3189	 Decreto no 21.981	train
3190	 Lei no 9.636	train
3191	Decreto-Lei no 1.876	train
3192	 Lei no 9.469	train
3193	 Lei no 9.469	train
3194	 Decreto no 70.235	train
3195	 Decreto no 2.122	train
3196	 Decreto no 5.353	train
3197	 Decreto no 8.456	test
3198	 Lei no 8.072	test
3199	Decreto-Lei no 2.848	test
3200	 Lei no 8.009	train
3201	Medida Provisória no 680	train
3202	 Decreto no 8.456	train
3203	 Lei no 10.820	train
3204	 Lei no 8.213	train
3205	 Lei no 8.112	train
3206	 Lei no 12.712	train
3207	 Decreto no 8.065	train
3208	 Decreto no 5.751	train
3209	 Decreto no 7.520	train
3210	 Lei no 13.019	test
3211	 Lei no 10.406	test
3212	 Lei no 9.532	test
3213	 Lei no 12.101	test
3214	 Decreto no 8.456	train
3215	 Lei no 9.503	train
3216	 Lei no 13.001	train
3217	Decreto-Lei no 5.452	train
3218	 Lei no 6.932	train
3219	 Lei no 12.871	train
3220	Lei Complementar no 148	train
3221	Medida Provisória no 669	train
3222	 Lei no 7.797	train
3223	 Lei no 8.171	train
3224	 Decreto no 7.790	train
3225	 Lei no 11.484	test
3226	 Decreto no 3.048	test
3227	Lei Complementar no 93	train
3228	 Decreto no 4.892	train
3229	 Lei no 12.529	train
3230	 Lei no 6.938	train
3231	Medida Provisória no 2.228	train
3232	 Lei no 10.848	train
3233	 Lei no 12.783	train
3234	 Lei no 9.478	train
3235	Decreto no 8	train
3236	 Lei no 9.503	train
3237	 Lei no 6.575	train
3238	 Decreto no 8.407	train
3239	 Decreto no 8.189	train
3240	 Decreto no 7.688	train
3241	 Lei no 11.196	train
3242	 Lei no 12.529	test
3243	Medida Provisória no 685	test
3244	Medida Provisória no 2.228	test
3245	Medida Provisória no 687	test
3246	 Decreto no 6.306	test
3247	 Decreto no 7.660	train
3248	 Lei no 8.112	train
3249	 Lei no 9.430	train
3250	 Lei no 11.196	train
3251	 Decreto no 7.660	train
3252	 Decreto no 2.040	train
3253	 Lei no 7.210	train
3254	 Lei no 6.932	train
3255	 Lei no 12.871	train
3256	 Lei no 8.981	train
3257	Medida Provisória no 685	train
3258	 Lei no 12.780	train
3259	 Lei no 10.593	train
3260	 Decreto no 8.456	test
3261	 Lei no 9.249	test
3262	 Lei no 10.865	test
3263	 Lei no 11.196	test
3264	 Lei no 10.925	train
3265	 Decreto no 7.560	train
3266	 Lei no 11.908	train
3267	 Lei no 10.683	train
3268	 Decreto no 6.129	train
3269	 Lei no 12.852	train
3270	 Lei no 12.933	train
3271	 Lei no 7.210	train
3272	 Lei no 9.394	train
3273	Lei Complementar no 105	test
3274	 Lei no 7.689	test
3275	 Lei no 12.035	test
3276	 Lei no 9.394	train
3277	 Lei no 10.962	train
3278	 Lei no 10.406	train
3279	 Decreto no 8.415	train
3280	 Lei no 12.715	train
3281	 Decreto no 7.819	train
3282	 Decreto no 7.660	train
3283	 Lei no 12.869	train
3284	 Lei no 9.871	train
3285	Decreto-Lei no 1.414	train
3286	 Lei no 11.977	train
3287	 Decreto no 8.407	test
3288	 Lei no 11.265	test
3289	 Lei no 10.779	train
3290	 Lei no 12.618	train
3291	 Lei no 10.820	train
3292	 Lei no 7.998	train
3293	 Lei no 9.394	train
3294	 Decreto no 40.556	train
3295	 Lei no 13.115	train
3296	 Lei no 9.503	train
3297	 Decreto no 4.115	train
3298	 Lei no 8.036	train
3299	 Decreto no 5.113	train
3300	 Lei no 13.115	train
3301	 Lei no 13.080	test
3302	 Lei no 6.815	test
3303	 Lei no 7.573	train
3304	 Decreto no 8.399	train
3305	 Lei no 12.712	train
3306	Decreto-Lei no 73	train
3307	 Decreto no 2.444	train
3308	 Decreto no 5.135	train
3309	 Decreto no 8.364	train
3310	 Decreto no 6.884	train
3311	 Decreto no 8.414	train
3312	 Decreto no 4.376	train
3313	 Decreto no 8.373	train
3314	 Decreto no 5.490	train
3315	 Decreto no 8.456	train
3316	 Lei no 12.529	train
3317	 Lei no 6.938	train
3318	 Lei no 8.685	train
3319	Medida Provisória no 2.228	train
3320	 Lei no 9.264	train
3321	 Lei no 13.080	test
3322	 Decreto no 8.456	test
3323	 Decreto no 7.974	train
3324	 Decreto no 7.397	train
3325	 Lei no 6.015	train
3326	Decreto-Lei no 3.365	train
3327	 Lei no 6.704	train
3328	 Lei no 9.818	train
3329	 Lei no 11.281	train
3330	 Lei no 12.712	train
3331	Decreto-Lei no 857	train
3332	 Lei no 4.375	train
